,id,attribute_ids
13938,a79f2e3166edaae3,13
409,1421287f61358cb0,70
7480,626aa52c3f81b933,51
8953,71edadb8f8a0d4d2,13
2731,2ddcb4f72b993259,25
17216,cbc78d4b09ceff2b,51
20974,f45a2fc24672681,13
4887,4504c96d86d0ffd3,51
18197,d6e002fab3be4034,51
21691,fbd6ff99e611871,51
9089,7346f38ab0f533c3,13
19394,e3c5d78ff156f39f,51
7025,5d4957add8cbb269,29
7380,615abf408333410d,13
6258,5491e6694c91e7ad,45
20610,f069d73a5212cb22,13
10959,8736238aff4c09a1,13
7519,62d005931e716080,51
11684,8f76f0c4d94611a8,51
18651,dbe9c6b1b68ea75f,51
9091,7348e4b4a5e1d7a4,25
12817,9bc9fd4328e5c983,13
13678,a4bf62a41ce2a6b7,13
15516,b877f0e7995dc20a,13
8117,68b88b8f40ff9405,51
4065,3c3322a086a0f9c,13
4914,45587a94e736683,13
13590,a3d4755bc1beee41,70
7797,659a596d68040492,51
11133,8953804d9c4bc060,25
16600,c4dadb503e66d583,13
2803,2e80d9b4bc34a989,25
16029,bdf3db664403273a,13
9261,75288f0c2e28059d,25
14620,aee4f428bde06fc9,51
17497,cefe2e6d0f5c0065,13
8513,6d3e5e693a16c468,13
9940,7c149d9a59058885,51
3430,35183a61d2af7000,13
19767,e7a575845ecbca67,13
6841,5b65778ca537d6e5,51
7555,632fd2b93217fe55,13
12363,970ae81507d7fee2,13
7508,62b4e523941e53ef,26
18261,d799e3cab7a24012,51
10079,7d90f8ace0a9b004,70
7242,5f95152fda8d8eff,51
3126,31a03e9afba250,29
296,1304b4afc59cb8e8,13
6851,5b83dd64fc7ecf42,13
5789,4f2415fad3641974,51
2532,2bbd8c6bd2abf460,51
1010,1a9d9c8da9d92e6,13
19027,dfafc73dd27e0b9,51
953,19abacff605c21a0,13
66,10ce427d8c9575c4,13
14137,a9eed4e4b745d597,1
2866,2f2c43ecf9c0dfff,44
3799,393793ab85061777,51
19873,e8bd6e82fd9c83ce,70
559,15b58dab2310f5a5,51
4274,3eafe93d174f1cda,13
4993,46416cd2b0c865e5,51
2407,2a48ea89de0d5b4f,13
3146,31d22994c3793f0a,16
9810,7ad87446e38b1982,25
12413,979115a869f1be0d,13
184,11e8f0f49af21c9c,70
17573,cffc5d101d878a58,51
5579,4cd45a7f2330f75c,13
6901,5bf6e0a7167d0cbd,13
763,17b2cb58b10bfbe9,51
15004,b2f4cc4be7758377,51
21243,f74e9e70350fba82,51
18378,d8dd821b65d2eb2c,70
6778,5aba87d0aeea9ef9,51
1573,20b60fb8111ec1f8,32
6519,57b1dc9e2c9dd786,51
20407,ee6fa8bc38e26a09,51
18539,daa5a80a9ff0eeaa,13
18453,d9c1c22a02b41a1f,51
11906,91ca5a0202b7b297,50
12352,96e980ee938acd46,55
19890,e8f66a2641fa45a0,13
3219,32ab78555d21571d,51
13398,a1c4d9609fd40611,14
2638,2ced35541dc6f814,51
7111,5e224cbff485f131,13
1752,22fbace8f3348b6b,13
5471,4bbaf69f4084591c,13
8811,703e44466bd69e19,13
6499,576c2723b7b48fdd,29
11584,8e67e36a026cc2f3,13
5349,4a462145309a5982,51
18992,df4ca65bef7108dc,13
15883,bc79cff799a76c99,13
10182,7e9878e695b5abf,51
14658,af3c19d3d529d871,13
999,1a7c99f722821de7,29
11856,91543c952724ae6a,35
6908,5c0c8b50f84b438,13
11602,8e9570355b112291,13
9413,76a67f56a7c2b578,51
8885,711d44eb000fd073,40
14886,b1a00f75c656c40a,51
8081,6867c54c38730e8c,13
6302,55184b93c66ad2b1,25
14019,a8a347994165c477,13
1784,2360f899980feab0,51
16491,c378d2472ee5d32e,13
19077,e0329f7be1715677,13
753,1792450ca7dc4d89,51
754,17935d7d2520ab0c,60
19943,e97d1a614d57dedc,51
17935,d3c043f065a2a015,25
18835,ddc99d4d4b6b32dc,13
14243,ab38e9bfd3e81c06,13
21873,fddadcef0440778,66
4188,3dd97ec82d40c460,13
4237,3e70d5bcf71dc87a,51
4676,42f041007d913842,13
3176,322261fa22e39108,13
6300,5501d49327b33021,13
12896,9c8d97531b9bb9b1,13
18799,dd739dacd7ba88b7,13
11367,8c4f099606a17bf1,51
19573,e5a586735154278,13
13683,a4d25e049f37f848,51
21113,f5d8d04a87dd6817,13
1733,22ba8586a030f37e,13
13142,9f3a69a1d33f71ca,51
21534,fa243b158c8a4b2,13
3554,366d6d922b188cb5,51
6321,5549036695fb1029,51
21962,feaca7f8bd5e7c02,13
10448,816dc4d4734ef39d,13
4825,4455b4dcff02b57d,67
1608,21153233d661093,13
1348,1e18989f5a7a3c48,51
13165,9f74d58b07b22c48,51
10321,801bcf7dcff09003,51
22047,ff7b7c18fd1a7f5e,51
948,199adc783a67b209,51
7779,65701da5362f8db9,23
368,13a0dc44013dfe15,29
13670,a4ae8bdd0a17f9e,14
12752,9b2aae323e996f36,13
18036,d4ff1e950da33709,13
8430,6c5a73f1c144270,13
21011,f4c5e4bfdb7ff4b,70
4785,43e90fe7d1a7aca6,13
10017,7cdb1d18d8f66274,51
12147,94aecff0839fb289,13
473,14dccc5f48f6919f,45
15810,bb9a1e29f9ad8bac,51
12901,9ca842ac71b21d97,13
7265,5fdb7d283c3ad26c,13
20982,f47e6748e44f1d51,51
466,14c78f92b087b4c0,13
15062,b38275242c90c496,13
19720,e7259c738ada5902,45
8716,6f6c9251685090e3,13
12736,9af261a9f6d099b4,70
15980,bd6077d97a4e72b,26
11544,8df6a96878b73cbd,13
14759,b04dc68bf12ed7ef,13
9474,7740f81bd0a94ce5,51
17816,d27ab0a66b3dbc94,13
6276,54be09be490aaf67,13
3442,352b0cb140717247,13
7756,653476294f469098,13
21562,fa6d8c23fea213ce,13
15427,b77b3af6e47abd16,45
2650,2d1b6b0bfabce576,13
13959,a7e1ef3450ca3c06,13
14321,abfbcf29899d410c,13
17420,ce0e522d45e0fa81,51
80,10ead8a498067966,13
4397,3fd29030691547b,13
18691,dc5696679e06e619,70
7002,5d180a6c8be5ddb1,51
13101,9ec1c45482bc8509,13
11461,8d443127b9f92a0,13
18499,da31ad452b079619,51
20779,f254805f883fa883,14
13816,a65f1fc42ed13596,13
5303,49bbe04fa7bc2814,13
4834,446e19605fca470b,70
3428,3512ec1a1746ac26,51
15033,b32a7bf4e3ae3240,23
15664,ba1ee095364d0b2a,13
6760,5a8247fab10fe426,13
12522,98b216180dbd7aea,13
19481,e4ad041aa9de69f4,13
1093,1b70e0dbf3830d89,55
12790,9b844f3b679f62a1,51
12587,99661780c7b58604,51
17490,cee793e2e4e91392,51
5874,502806a9b714af27,51
15317,b63bdcf5ff37119b,51
8639,6e822ea2d634ae,13
7095,5e0715474ab19752,13
248,12802e3ac2f323fa,13
12256,95d2e40f2980e4ff,51
3050,30f539130815f019,51
8691,6f30abd260bb1cd7,51
7973,674c9a8eb0c583c8,51
16046,be29c46cc1c22e00,51
12320,967e49606aaa941e,13
5229,48e8d980cc3b26aa,51
11625,8ee943081ed3f51b,13
15643,b9edc116db529831,51
20034,ea9c042935ed7b27,23
1951,255c8ea082ac7bc,54
366,139e2315aafbad9f,51
3592,36d71f29d96157be,45
7860,6628750c0c4d1703,51
618,1642c3d1df12f157,45
11923,91fa8042e0c7c801,13
10384,80c71f7702f827bf,51
6689,599eeb41ca170148,51
7487,6277671326cc0730,13
12921,9cdffff6d86091ab,13
5780,4f128932d6c1b758,13
7336,609dc4aa88fa9ccc,13
20370,ee0cd117eae68804,13
10727,84ad312a9088766f,13
8878,70ff951b0ecedbf,51
20192,ec622c26ce521d50,13
17789,d23143750c30d0bc,60
14872,b17e431b07ae46d5,13
339,1366404ce3a4244e,13
11705,8fae2e40753aaa62,51
11033,881db411c5e9fa21,13
9035,72d1c4a9767eee36,51
617,1641fd38678e61fc,51
3870,3a15601d46263d0f,13
7977,6755d5e6c02b2b6a,51
1262,1d2f31c8eb88cccf,13
13236,a042170dbb50fcad,13
18817,dda76dd7211c8978,25
5978,5142da6b534ebfac,13
5707,4e39801f8b3a2d18,13
20189,ec5f8c387a31d7de,13
16099,bee856ae8a458440,51
3260,33193f030496507c,13
19395,e3c63f47e2c67a1f,13
6103,52e8072befa9a179,13
8457,6ca3cbd6d30ffbe8,51
2687,2d818695b05212b9,51
17408,cde9c8c1f1ab8fc,23
11722,8fe171d3e12c5330,51
3130,31ad2d959df52f27,51
20383,ee27bf2b432bd87c,13
10416,8129e12220598610,51
10829,85abbd812c0ade82,51
6958,5c9f8ae1e2be6286,13
15275,b5baecf5bbd934f,51
4141,3d3dfa503050268,13
9094,73544deaac69b9be,51
20571,f0180c5feef32f74,51
15181,b4b194c507a4a934,51
12859,9c3d2a46f095987e,13
10823,8595742dedb38eb4,70
7007,5d1dbbeefe84b2a0,13
11801,90b82a99d3f1965a,58
17438,ce35832d85b8f4f6,13
11388,8c9d230501e855f3,51
15567,b910f892d0162378,13
18185,d6c7eadeaacb858e,13
12647,99f6a2fbe89b1e85,25
2458,2b0aaaf774d1bbc7,58
19233,e1f640233c5f9d40,13
2149,278550ffdf467eff,13
3080,313af3458c285b1f,51
1324,1deb6b98bf469a18,51
20892,f34f73994f5a609b,13
19226,e1d63cd75662c83f,51
10012,7ccaef551690b78b,51
4977,46090acc20b1cb82,13
977,1a163bf3f2937430,35
1686,2218e1409a08404b,51
18659,dc064b44b5ad36c5,13
659,16a5b86bdd4e474,13
11247,8ab09e251fd2fb7,13
17398,cdc719b42eb60e87,13
12705,9ab59029907bdb9e,29
18157,d67d4a336f90a1d3,51
5369,4a7e1e065e23b304,13
21617,fb0d4247c1b37ad7,51
18633,dbc83cf0e73391af,51
18767,dd1cfa41a76a0d10,13
15597,b9744d7e36c5089d,13
3370,34490e9d24a94e9a,13
15759,bb1ada53fd2f7d03,13
14779,b08de977727a9ad6,13
19719,e723f2b6aaec46bf,18
20885,f345f965394f1f1b,14
472,14d68fe40b7be02d,51
14390,acc0a0fdc5dbfe1a,51
6779,5abb1f1e22485cba,13
18481,da03c91705f027c6,13
567,15d50c092846ef08,13
16466,c340170f7d6f6ea2,13
6986,5ce99b6ec19cdc35,13
21660,fb8632ba262c4bd,13
693,1703636f3498f068,51
18308,d80beceed8e777e7,13
7944,6708d5390e84983e,70
6310,552bf351591376af,26
8153,690954076a7aca9b,51
4221,3e41230a79775ee7,13
15569,b911e0917a2ebc09,13
16934,c89d0ca6bef50fdb,13
13888,a7283948457efc9b,13
9510,77afe0237497d0cb,51
6636,592997ddb8f0ea81,13
12521,98af56a3cbd1bf5a,13
4752,43ade6c8522055c4,55
12835,9bf2d152e50cbb6c,33
5435,4b355ed4cd51a36d,13
144,11849d839d6daa26,60
7899,66ac5a903095076e,13
645,1688c782c06856cb,13
6972,5cc51b9500cb637d,13
1022,1aae14d9cea088d7,13
10925,86e7e51d2588d3ee,13
4550,41923308b80bf901,29
11091,88fc638085cb12ce,25
13230,a03b860c710ac95b,51
19248,e221a24199384834,70
12289,9625714b348a15f0,14
17605,d048271cb958d363,51
1257,1d287d3939f3befa,13
12910,9cbaac080c414ca0,51
17855,d2c9e904e52b9116,13
14128,a9d802a08eabedde,51
13320,a11f85a96cbdccd3,13
14692,af8e970cdda7ff7c,70
6955,5c95da5bd7cc56a7,13
21888,fdfe98fa501ba5ea,14
5363,4a5f5a05a848c8b2,50
16464,c33da5dc6da3e6f5,14
6236,546243d848ab60ab,13
18547,dac24d6c2c4d9272,51
1779,2346571ea7ea929a,13
6350,5596682aead5af96,23
8242,6a14bc6c091af0f4,13
2706,2dae7e7e3f2e6f36,51
14334,ac19ccac70cb1c39,13
8000,678fd67febf25d6,51
6440,56bdc7a411fb5994,51
21577,fa9bc52120c3db68,13
1836,23ff77fd1f1f0611,13
14485,adb2b90497599dda,51
12640,99e18a8b33cc3f2e,13
18630,dbc2ff63a23671e3,70
20135,ebd917a4300958e1,51
8979,7228b39d2ae96539,13
18646,dbe0d7aa62e2d3ff,70
337,135f1a4dd454961b,70
7800,659fc0567b81502d,51
7394,61944b3b98cc3d30,13
12642,99e36e18e4ff290b,51
3079,3139cdc2da55a2b6,18
19092,e0620d4f37f8c483,33
21112,f5d41a30d6c71aa7,51
14152,aa21bb0736946637,13
21738,fc650a3f0f1c59cc,51
16051,be44347cdb30b288,51
11893,91a21937e7fdf70f,13
17726,d16f51deeb405e62,13
8678,6f0139c0bd3f0dfd,13
8415,6c3715396ccd238,13
4376,3fa71db588e1b592,13
1111,1ba99473ed19a7e3,13
15979,bd602b5ae1ae543a,13
1504,1fe996d8da0fad2d,13
2509,2b7d0950f0f16566,51
9003,727734d9ad7f5591,43
15097,b3e4f1c7283a872a,13
427,1462e245827b8d2a,13
14423,ad130890189017f3,41
19629,e62be69120a405a,13
13125,9f0e0b250c572e78,51
17220,cbd100fd6c1389,13
20772,f240785868245ce4,51
13207,9ffbaa96f4969f24,51
7728,64e878bb17e1ebcc,29
19396,e3c6a92dfde18f2f,51
12670,9a3c3f3efcaa0f7,51
18215,d70b7f6902f47d6a,13
15353,b6b794c07d7b1c28,13
9785,7a853ddd242b37b,13
18184,d6c62927c9a76930,51
19966,e9ca5c02ee1eb167,13
20740,f1d8db9d4ed824eb,45
16887,c8143fa110d1d054,13
1670,21ec54ef3fd6f6fb,51
10953,87266d7a0b162544,25
15445,b7b14fa8796d08e7,45
14087,a957180d430f48b6,13
5073,472f08124c0af8da,13
845,18886f6ba791cd92,51
10769,85128765b9a0c557,51
6303,5519f6d499406f16,13
14280,ab97a473a4da442e,51
17223,cbd27f73eb7a74d4,51
18104,d5debcac68be7802,51
12957,9d3c76f4341b8c1d,32
546,1599d3c01fe9fcc0,13
17338,cd401dd2786971fa,51
20030,ea897bcf76781199,51
12198,953ade5a9e713651,18
13450,a241bfaac9a3902d,13
11241,8a99f2c381623b7,51
11742,90228fa020962cce,18
20961,f43626699a8451f0,70
20329,edb1d8d630acba1,13
17737,d18a3cd2a0c887d4,13
7997,678b391f64a2e16,51
18994,df4f8682d78b7a7,13
12447,97fd8c4e9ec4da1c,13
10828,85aa2f2b7c31e2f0,29
17356,cd6d3839a576ac04,58
21129,f60b175765be754a,51
21862,fdb8fc39683c1d34,13
2496,2b53d58f753ee6a4,14
18065,d562626c2ca2ad3e,26
4136,3d2544b670087f0d,13
14048,a8f91351430e8495,70
20259,ecf97ee3a8599d95,70
6836,5b59bb131c0ec779,51
19375,e39f2a1b9dbc0fd3,25
3891,3a460893ec16b3c1,25
7008,5d2096f590d2987c,70
16496,c387386cb77b4990,51
4031,3be265d4656a16b,13
7083,5de314f48cd3311d,13
10587,82ed307d4ed7c281,51
11809,90cd3409acc118e,18
10858,861934379d7d5fe,13
1062,1b1e43f3338b87ac,13
14793,b0abd313e38d9467,29
21004,f4ae9ffe4b227602,13
11717,8fd43c5305fe5c9f,25
20340,edc904543b5992b5,51
11142,896e4b91a098130c,13
6179,53c702cf36085bfc,51
14285,aba802d632eed9c9,51
15838,bbeb4fd10fa17c4e,13
5227,48e05e05862bb02a,15
20988,f487b513457dccb1,51
463,14c39dfb522a692a,51
4382,3fb0a69d6e1c0d13,13
4848,4491c15a888f9f79,25
16764,c6cfa9831e23ecea,45
3797,3935063af119b357,13
4304,3f1298c03246600f,13
11302,8b981b38c0747706,13
16146,bf878a56655938d9,13
2241,287c524aee864c2e,13
21900,fe1c683d961cb7e4,13
15299,b60392d84a760cdd,13
2362,29dada71500d8569,51
21316,f819fcf9bacf0716,51
19983,e9f751e56818d15c,67
11143,8972fd3488776e33,13
7338,60ad6b5121342fdf,25
13792,a613da7a381ab553,51
10577,82cade504beb228d,13
365,139d46abb26c8020,13
9158,73fee4e497fd2a30,51
1617,213773748feb5876,13
2314,2936074f6acdf0ef,51
6698,59cba71530be1ade,51
7318,6063527d9b2691f4,51
6228,545643d95ffb50be,13
5994,51782d26def05cfe,13
6283,54d050482c887789,26
1291,1d8200ea1581efed,13
10890,868320bd424e9232,13
17002,c942d9075237085a,13
11062,8892862b4aad04f,33
5725,4e7576da87f8f171,54
21099,f5c4a1d29dfad482,13
22050,ff8472e7e0ac9061,13
17725,d16ce54a49468d0e,51
15125,b42595b1c8401c94,51
21130,f60b5ce964780045,62
21356,f85eca0b107deabd,51
6370,55d5dca71e88974b,25
99,111980554af57649,51
9765,7a55d8598b85835f,13
21727,fc4281fde22aed0c,14
13091,9ea57b7ae91dd72d,51
13671,a4b363948f2e8a73,51
20231,ecb4be59845fed3e,13
13287,a0ccfecfdf1f6513,13
18613,db8ca151504a8618,51
869,18d43e859128329e,13
9680,798c5993ad19b44c,51
10916,86ca98595b0a6cf3,13
13545,a35bf86f01dbdb1d,51
9918,7bde0a7987d6ae3f,13
16683,c5b9c33f8e3ef9c0,13
3614,37286bd3d7bca841,51
14718,afd17ba2d77e9e40,29
13244,a04ab6807e002e2f,51
12281,961d7a262e69e1f3,51
21337,f84390bd14a4d8cd,13
2103,271074cd9b13bf20,51
20334,edc06bca8969fc51,13
19846,e874a0d409839953,51
10704,846f9346643b4164,13
916,19484157dda44ec8,51
6031,520b99fefbc72e86,51
5430,4b2b9c3debb99af0,13
13643,a473256cc1aa124a,51
1725,22a8040e0cd6b028,45
6980,5cde36452b433871,13
12707,9aba1335631d94ba,13
260,129f30943da46229,61
14493,adc335ea48573bd6,13
16293,c12da4dc41d20aab,13
7866,664a63cb31c20045,51
18112,d5fd37996f8488c,51
5266,495c55f9c67f353f,26
10438,8154bb1df7b2265f,13
17282,cc9faaa283a7fb66,51
1975,2594fb6f8d7942ed,22
19029,dfb308da5436f89d,51
16453,c31c0751947cf723,51
21222,f71969df926bc1ca,13
1635,2169610876676307,18
9076,73314affdf761f40,13
21171,f67d6be841cfdb01,13
5727,4e7940c9f86a8390,51
22001,ff146dbb00288e42,51
18279,d7b7ce8190607275,51
18409,d932fbbe06a7d74f,51
17962,d411d474aa2450aa,51
18149,d662dcf1c681ee1d,51
16746,c67ee2117f5f3aa3,13
14839,b12de13ef4b1e05f,13
8626,6e495e5c2664cc74,13
4317,3f36aa8f3393b6ba,13
11217,8a4c98c54673fb88,0
14204,aac620c6dee9ddd8,13
3210,328a87b48656ec60,13
13860,a6cf78f6dbfa9c64,42
22072,ffc4715c554d7b4b,51
1156,1c1cbf3a25353f7b,13
15559,b8ed766c50170bb6,51
8605,6e1ae8e724395462,14
9219,74ba389bc0816c6c,13
9861,7b559cddd91f9038,51
7232,5f815444d37d7e4a,13
13080,9e7dcb0d1e3450da,51
16849,c7ca437eb8ce219a,51
13524,a312a4e1e5d9b00a,13
1691,222f45040d0e9ce9,1
4839,4476ec77310e816c,51
8260,6a5758121c5e428e,51
9028,72b358a199eea87c,13
19942,e97927cf7ff1db83,51
159,11a836db2f9bd0c5,13
18345,d8734cffa62d3683,25
18427,d968883429a882ce,13
21532,fa22961101f01222,13
14427,ad1c360a71800288,13
776,17d6f42dedd57e72,42
13410,a1dc9fa3595a0893,51
21361,f8664e6e51aab051,13
14159,aa327f6318679a3f,51
2426,2a9000e268fc9d0c,13
17059,c9f21593f2d3bb72,51
9882,7b87a37aa4b4a322,51
2136,275f13344e1eb9de,13
5666,4dcb55207040f5f,18
5297,49ad67759ef0e9d5,51
12992,9da0b2a71181a5b7,13
12156,94c305d0219981f8,14
16961,c8e1ada748f36258,13
7281,60039abef3fe7e6b,51
3072,3121be2763a93ebc,29
9725,79fb12d7333173be,13
16692,c5cde1d4cc3d1a78,51
9352,75ff8322f1fa4bdd,70
18747,dcdfbe997dbc1df5,13
20228,ecaf3547b2d80f80,13
4738,438e4c7efcc8d4e3,51
886,18ff543aa3d0bd7c,51
18600,db5a14485e044e57,25
18611,db7cc63674d05987,51
19628,e628d4de7063950,13
15602,b97ac06d1aa15513,51
4528,4157d23ea9e7ed9c,13
140,1176daccece09b49,13
13573,a3915c6712763ddf,13
14085,a9555385d752ffa5,23
19061,e0072f84be26f844,70
7314,605d7174a2bd1cbe,51
11107,89266765e9cf7360,51
109,11331165a893d57e,13
15362,b6d4cf366286d1eb,13
17057,c9ee70fc265d7292,13
16477,c35f07dd054bfbc6,25
12164,94dae0ed311bfe56,51
5563,4cb478452e0b8632,51
2572,2c4481670cf417f,70
16308,c160d8e5725b07d3,51
11799,90b29f2c483efd2d,51
7946,670dcf52464c0a3d,70
9734,7a09567fc50a9386,51
1397,1eaa352f90266579,51
9666,796b18f9db612bbc,13
20741,f1e02d0abc790da1,51
11723,8fe3db9992070a5d,1
3895,3a4e05f9359d949b,33
16720,c643e27e14483015,51
8969,72152e95931198da,13
10153,7e4d06aa05f6db03,13
14229,ab13f4ff82a3f277,13
21772,fca7a7c8d44ae3d0,25
7374,61441b6c7a09ced8,51
21256,f77b83a184553372,13
2757,2e14f4c355a73bc4,13
1637,216f69f4a8453e6c,33
12184,9513255d177d7e0b,51
5093,476592eadc4d5500,13
5791,4f258c30e94a7cb8,51
8884,711c705deee76e87,51
4412,401612b2e5bc9571,51
8036,67d893af9a60e1c0,13
7879,6677cf2cb37aea94,25
14834,b120764e2d6dfe20,51
5331,4a20533d597ea9f0,13
12207,95525f4ac404c754,13
8044,67f08c9fc0189347,13
18237,d751815464d17c6d,51
703,1717d168cd53281d,32
7201,5f445abcaa7ba872,51
2080,26b0e95b742572a7,51
8114,68b6766ab9ae5189,13
6001,518e46e878273d51,51
6353,55a854cc94fd9244,13
19020,df9981a6f5e6c427,13
19513,e503a2f6f0c53c7f,13
12674,9a55c18f91a62413,13
1641,217a3bac3fe85e37,13
10287,7fbaa98a4eb142bf,51
21700,fbe9a129b1fd0fc8,51
21051,f529f8009d8d0469,13
15310,b623933b96aff5fc,13
13769,a5bf86f1dc815b06,26
17650,d0b6aaa76b0cb878,51
17524,cf4ff1084b3c5591,51
2749,2e031f3c79473de1,51
1175,1c503b5cecd5df77,45
5131,47dd2becaf932641,13
7144,5e81193e26e3dc02,51
20054,eac316ab24b6121,51
17932,d3b71c0d13b706cd,13
7553,6322b271dfb6d775,51
15084,b3cb5a0f001088b3,51
19671,e6a43f6ef7bec814,51
4558,41a76f47b74b8c3a,60
13042,9e223dcc13e1dcd0,70
18098,d5cd5d0d46dfb554,13
19167,e149bbd5b3ec12dc,13
14379,ac8e60425b7e6fc7,51
10096,7db2770adf8bfae9,13
667,16bf42d7488976b7,55
7309,6050f5103d17d0bf,13
3610,37201f9efd5dd590,51
15198,b4e366d6e43d186,13
15167,b4944b904e580083,13
13291,a0d3daa97160c50d,51
13173,9f8b11830dbed6f9,51
9529,77eae8192ed56ab6,13
20521,ef9d0d1e9a4ae45f,51
21505,f9da65e1c93b555b,51
6833,5b4f31163daa492,51
5241,4913cb1cc5a8b44c,33
4375,3fa68430547969c1,51
17938,d3c3c8d76dd5a8d3,51
6697,59cb8f78918812ec,65
6113,530b0b0e3631eb6c,51
6264,54aac1a9d69fa053,54
17868,d2f1809f61490b52,13
18173,d6b1cb8e81f17dd2,51
14990,b2c0c70722c7ba1b,25
2641,2cfc6d024dc8fe25,13
8826,7067264504427df0,29
11885,9190f5bffeac851b,69
15392,b720f81169d688ff,13
19171,e14ec169fc2e076a,25
20819,f2c3042e145c2a08,51
13972,a80eeb3f46fce14a,13
18669,dc1e31cccd55976d,13
15699,ba772891755aadbd,13
6905,5bfbbff1235088e1,13
12997,9da7e41fafb7d318,51
2085,26cca2526a450828,65
2534,2bbda574a8fbb475,13
1696,223d327fce05068f,51
11508,8da36799e319ac2d,13
18210,d6fc0bbe4eb5a1f0,51
8204,69ac792705c707c7,70
7821,65dcf3a3af718cd5,13
5008,4669604438f2ad50,51
14920,b20d142c6189dc9,51
6613,58df81ff42932cfd,13
19063,e00a0552c3e1e3d0,13
13657,a482b37236b19dbc,13
10462,8185a4795075bb85,13
17145,caf6b0eb3bc73fe3,41
12445,97f8344bd25c20b3,51
3067,311894f07bd3039b,51
3657,37922144649f1d7b,51
10651,83d5d3d735fc261d,13
21854,fdac0f02f75f2a18,51
8660,6ec417f83d798289,32
3910,3a796b0027d59cc5,13
17142,caeca2f6de69e22f,13
18095,d5c7b5f7bb66b3fb,13
9336,75c4daaf261e3c2c,51
18779,dd40f0d59370b1c6,51
20952,f41cd308d678be27,25
16176,bfceeb91324dfade,51
16621,c4fc9052c5e36309,58
17084,ca295924ac83553,70
7681,646d18969ca4ab52,13
4874,44e80e5177b324e,51
16883,c80ec0cd247e44b6,33
3152,31e0889b30c40958,13
8790,701b8b7f990b46ba,51
17782,d2154d5c76539315,51
16078,bea7f3ff94dba3f8,13
16620,c4fa7f2b9407c762,25
796,1800b28c8ebcd9d5,51
9961,7c6eb5ec9d7e1e26,70
21533,fa237dc467969df0,13
15918,bccacc40f4071cc2,13
3060,310c0636e1bf1247,13
19434,e42dfb6c6453f257,51
3890,3a45bc364ea562bd,51
12892,9c80fb02cf7f1122,51
10830,85ae67f7987f4e94,13
19955,e9a14f33de7e6429,13
18172,d6af0ba384ecd563,51
8283,6aa75469582cc1fd,51
13016,9de4c4f836438132,51
20567,f01379f7307e2e30,13
16805,c73d96cb28e53642,51
11851,914addd8995ebd24,58
5953,510cf7a22a9507c,51
10266,7f7f95036486e813,13
12431,97d20a52b8a74617,51
17341,cd44b6b7c4f849c8,13
18685,dc493d9ecbd3a6c1,13
11886,919397ac4a1b2328,13
14290,abaf4accb5a4ca6c,13
21782,fcc9610de25c9d4b,51
17449,ce50d7a6cf597412,55
6546,57fb5ffc716ea1c3,51
10986,879c909c14403e3c,51
13208,9ffdee54fe328996,13
15192,b4ca216a34419873,13
4755,43b0f301dd41da02,25
2965,302e116356b08e65,51
16615,c4f15be5afabfbb1,29
11111,892a7154c8cafd6e,13
17197,cb87af62a586e4cb,51
4949,45c3a0cac482971,70
13400,a1c5895af5c98fb,13
21496,f9caa7f2204a1394,13
3160,31f786b16577d7b4,29
2793,2e6a369f01ee8888,51
21074,f58407c2d3f2d6f5,13
373,13abf7657a2f8132,13
3134,31b4ab158b817583,51
3809,3950e859692da10c,51
16504,c3a20b0336d414c9,13
3976,3b2ed11a9a174651,51
11426,8cdfff08875de945,51
15469,b8084a400c0fe580,13
18470,d9ea213962094c4a,13
21477,f9880f911c973929,51
10739,84cac696abb308fe,13
18501,da3577aafb632dab,51
17996,d47524c645175ba7,45
1320,1dddb129d127d870,13
17734,d187a5ba130458bc,13
16383,c2202a26bb9d90a0,13
15532,b892c37cc73a65be,51
13646,a477fd035127feb8,70
19842,e86b06c6fcc5ce89,51
8891,7131feaff27bdc49,51
167,11c432a967ccd29a,23
15302,b606726260ea51ae,13
21777,fcbc2140bd415473,51
3268,332b304758494cc7,13
5700,4e2b97f36fb84b31,51
10748,84d9f18c10cdb1b6,51
16302,c14e810e32fcf8ef,51
18525,da852716f4d34649,13
20396,ee496f0e8f263bd5,14
19098,e078298de8cfa6,13
6070,5284e7b07f42aa64,58
8763,6fdd885fee326ee1,13
21141,f6249dcc3f74712a,13
2189,27f5f6c10ab89427,13
15786,bb5fb8d4ed9a02d8,51
11624,8ee92e6c365a8fd,13
15857,bc1b08404c23a6de,51
4454,407bc8a054b95a99,13
19804,e80c201b13711471,13
11814,90da085dd40f550d,51
1526,2021aa629eda59cb,13
21133,f60baef0232b5498,13
2693,2d929587df1ffcc9,13
19535,e53337d9ad23fb95,51
8954,71f4c428c3f2b485,51
12149,94b35cc9a66fe0f2,13
1422,1ef467a687483fb9,13
800,180ef763dfad1fdf,51
1532,2032d936c649cae,13
2759,2e19cb68abffc86d,45
9318,75976091a2f3809c,51
21334,f83cb5d93b972380,13
10664,83ef164edfa29f95,13
20519,ef978faefe2786e8,13
9285,755712d037d02a3f,13
1331,1e04b2d5726c0b3c,13
12717,9aceb772b5d0418d,15
81,10eb71ce135652c9,70
4489,40c6b4bd2e21eed3,51
14310,abdce49d06baaed9,15
18067,d5680522062a47ef,29
4474,40a49710ea1f84a,26
16785,c7112333ad27b494,13
